PopNum,NewSiteCode,Latitude,Longitude,range,ecoregion,region,countryORstate,Ann.Mean.Tmp,Mean.Diurn.Rng,Isotherm,Tmp.Seas,Max.Tmp.Wrm.M,Min.Tmp.Cld.M,Tmp.Ann.Rng,Mean.Tmp.Wet.Q,Mean.Tmp.Dry.Q,Mean.Tmp.Wrm.Q,Mean.Tmp.Cld.Q,Ann.Prc,Prc.Wet.M,Prc.Dry.M,Prc.Seas,Prc.Wet.Q,Prc.Dry.Q,Prc.Wrm.Q,Prc.Cld.Q,cmi_max,cmi_mean,cmi_min,cmi_range,gdd0,gdd5,gdd10,gddlgd10,gdgfgd10,gsl,gsp,gst,hurs_max,hurs_mean,hurs_min,hurs_range,kg0,kg1,kg2,kg3,kg4,kg5,ngd0,ngd5,ngd10,npp,pet_penman_max,pet_penman_mean,pet_penman_min,pet_penman_range,rsds_max,rsds_mean,rsds_min,rsds_range,scd,sfcWind_max,sfcWind_mean,sfcWind_min,sfcWind_range,vpd_max,vpd_mean,vpd_min,vpd_range,elev,height,growth,tillersN,leavesN,DTF,panicleHeight,paniclesN,biomass,TotalSeedMass,seedNumber,IndividualSeedMass,id,V1,V2,V3,V4,cluster,envPC1,envPC2,envPC3,envPC4,reg,traitPC1,traitPC2,traitPC3,rs_1_59845995,rs_1_71007448,rs_1_83769052,rs_1_236616590,rs_1_276120572,rs_4_371956276,rs_2_280397781,rs_2_280447160,rs_3_343768622,rs_6_10196144,rs_1_271082849,rs_4_35804244,rs_7_6006832
23,MesaVerde_CO,37.15607,-108.4634,invaded,NORTHAMERICAN_DESERTS,Wrockies,Colorado,2825,137,3.49000001,9387,3032,2638,394,2892,2876,2946,2704,3820,448,114,260,1227,623,915,924,-46,-761,-1782,1736,36602,24099,14165,288,114,127,2443,2850,5638,4897,3915,1723,22,22,22,12,13,15,277,224,175,6507,18934,10708,3264,15670,29931,20327,10313,19618,121,3719,3111,2652,1067,15497,7444,2046,13451,2038,14.03025685,7.60487809,8.600002675,48.74253016,NA,NA,NA,494.0916764,231.2092342,77.64721176,3.024999972,130,1.00E-09,1.00E-09,1.00E-09,0.999999997,green,3.714661163,-2.694087982,-0.255380626,1.200971791,Wrockies,NA,NA,NA,2,2,2,2,2,2,0,0,2,2,2,2,2
24,IceCaves_NM,35.00007,-108.07323,invaded,NORTHAMERICAN_DESERTS,Wrockies,New_Mexico,2815,134,3.799999952,8346,2997,2645,352,2910,2864,2922,2707,3811,759,183,535,1738,601,1519,703,-59,-644,-1440,1381,32923,20500,10883,285,119,124,2845,2846,5239,4686,3792,1447,19,19,19,15,13,15,278,219,167,6493,16195,9522,3107,13088,29161,20372,10970,18191,111,3469,2698,1822,1647,13446,6887,2319,11127,2361,15.25692091,8.152063227,7.176911896,35.82246516,171.0914253,35.68111888,1.317710742,489.6844964,191.4738177,53.33479017,3.350000033,131,1.00E-09,0.999999997,1.00E-09,1.00E-09,blue,2.326551672,-2.572667978,0.551237282,1.623034792,Wrockies,-0.245121926,-1.118511218,-0.851093915,2,2,2,2,2,2,0,0,2,0,2,2,2
25,IronCreek_NM,32.90961,-107.8039,invaded,WESTERN_CORDILLERA,Wrockies,New_Mexico,2836,125,4.070000172,6980,2999,2691,308,2912,2835,2924,2746,5665,1183,163,706,3039,611,2660,959,15,-550,-1335,1349,38164,23280,12346,293,106,160,5309,2837,5392,4732,3933,1459,10,10,10,13,13,10,365,252,188,9123,16386,10074,3477,12909,28558,20757,11955,16603,0,2089,1591,1126,963,13838,7381,3274,10564,2415,13.17041321,6.86129535,7.925565709,51.7763852,177.1729343,26.92269729,3.218696544,851.2764995,225.1770604,74.76657476,2.885000007,132,1.00E-09,0.999999997,1.00E-09,1.00E-09,blue,2.383867642,0.84271646,1.74773084,1.568584878,Wrockies,1.33370213,-1.244350676,0.028828286,2,2,2,2,2,2,2,2,0,2,2,2,2
26,GilaSpgs_NM,33.23028,-108.25768,invaded,WESTERN_CORDILLERA,Wrockies,New_Mexico,2856,133,4.329999924,6661,3016,2709,307,2929,2898,2939,2769,4261,889,128,684,2215,455,1888,817,-40,-667,-1448,1408,45583,28455,15982,307,93,129,4261,2841,5511,4976,4381,1130,10,10,10,4,9,23,365,288,215,7160,16287,10114,3641,12646,28432,20569,11974,16458,0,1493,1131,735,758,14009,7949,3693,10316,1806,13.87866026,6.870979747,6.643100498,42.53482462,158.5186917,32.45196539,3.426305584,667.1027983,229.0293372,134.6026415,2.445,133,1.00E-09,1.00E-09,1.00E-09,0.999999997,green,3.528560151,1.737739077,1.140198974,0.365129978,Wrockies,0.130031594,-1.268703138,0.552603696,2,2,2,2,2,2,2,2,2,2,0,0,0
27,Carlisle1,40.206715,-77.186863,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,Pennsylvania,2851,93,2.74000001,8777,3023,2683,340,2942,2736,2964,2736,10290,1064,681,132,3002,2160,2840,2160,556,36,-535,1092,44182,29838,18229,303,99,283,8517,2885,5931,5767,5532,399,9,9,18,12,12,10,324,258,205,14472,15063,7973,2223,12840,22105,14507,6298,15807,70,2660,2304,1758,902,12688,6787,2472,10216,143,13.94919405,6.698334044,5.665661065,33.00650701,151.3327028,36.14653471,3.324440285,444.35157,372.5352281,219.9533654,1.790000007,134,1.00E-09,1.00E-09,1.00E-09,0.999999997,green,-3.112513899,4.049920973,-2.74416927,1.785739971,Erockies,-0.996543482,-1.495147382,1.52817552,2,2,2,2,2,2,2,2,2,2,0,0,0
28,Milford1,42.153639,-71.489122,invaded,MIXED_WOOD_PLAINS,Erockies,Massachusetts,2834,92,2.630000114,8692,3012,2661,351,2791,2939,2946,2722,13364,1268,990,90,3622,3090,3220,3202,929,312,-488,1417,38681,25279,14620,296,112,247,9050,2881,5997,5801,5590,407,9,10,19,12,11,10,299,241,185,14286,14950,7703,2169,12782,21115,14083,6063,15052,113,3224,2896,2404,820,11577,5986,2189,9388,93,14.27053711,6.588479707,8.22646268,41.73192574,188.4994901,40.73401285,2.379061243,351.7161017,193.8238259,66.95546031,2.909999912,135,1.00E-09,1.00E-09,1.00E-09,0.999999997,green,-4.778242287,3.820765712,-1.386701136,2.878888992,Erockies,0.211100012,-1.742663165,-0.063901282,2,2,2,2,2,2,0,0,2,2,2,2,2
29,Vernon1,42.737524,-72.470337,invaded,MIXED_WOOD_PLAINS,Erockies,Vermont,2824,99,2.619999886,9447,3010,2633,377,2837,2712,2945,2700,11246,1061,803,69,3002,2549,2865,2585,701,155,-537,1238,36910,24288,14160,289,113,228,7277,2884,6026,5822,5594,432,18,19,19,12,12,15,277,229,177,13399,14830,7534,2041,12789,21083,13871,5578,15505,132,3026,2659,2128,897,11535,5771,1819,9716,106,16.41574429,10.33759283,6.628220948,37.07006035,181.8338271,31.18322721,1.705293565,778.9031958,93.99866945,45.06178819,2.875999987,136,1.00E-09,1.00E-09,0.42638637,0.573613628,green,-4.561554048,1.827505453,-2.67132509,2.75039562,Erockies,0.50238569,0.226388137,-0.707315132,2,2,2,2,2,2,2,2,0,2,2,2,2
30,WRJ1,43.647715,-72.317936,invaded,MIXED_WOOD_PLAINS,Erockies,New_Hampshire,2808,97,2.5,9933,2995,2607,388,2933,2676,2933,2676,9811,1002,675,130,2758,2061,2758,2061,581,126,-393,974,33399,21607,12178,282,118,213,6371,2879,6050,5903,5615,435,19,19,19,12,12,17,258,213,165,12006,13538,6647,1357,12181,20780,13595,5249,15531,146,2126,1871,1465,661,10404,5194,1433,8971,138,15.07108616,7.075805359,4.131987569,25.24510281,160.1014015,36.82434203,3.247845778,663.9369191,268.3718671,130.4686044,1.905000023,137,1.00E-09,1.00E-09,1.00E-09,0.999999997,green,-5.226746153,0.15774684,-3.454076313,2.415572133,Erockies,-1.132520264,-0.733831763,1.20311586,2,2,2,2,2,2,2,2,2,2,0,0,0
31,Libbytown1,43.64944444,-70.28491667,invaded,MIXED_WOOD_PLAINS,Erockies,Maine,2815,54,1.870000005,7988,2954,2665,289,2788,2915,2915,2713,12950,1344,843,140,3761,2883,2941,2891,926,271,-525,1451,32618,19918,10152,293,130,231,8342,2865,6128,5912,5693,435,19,19,19,12,11,17,284,225,164,12610,14724,7745,2548,12176,21596,14045,5427,16169,129,4371,3710,2967,1405,8883,5006,2001,6882,15,14.21859866,7.332544403,8.046536527,57.4625827,186.1384342,27.06392573,3.259155453,661.0189321,190.8198103,76.78997996,2.937500018,138,1.00E-09,1.00E-09,0.999999997,1.00E-09,green,-6.252713961,2.662737735,-0.336835327,1.970599336,Erockies,1.41922139,-1.262220604,-0.337247445,2,2,2,2,2,2,2,2,0,2,2,2,2
32,Edmonton1,53.517284,-113.494199,invaded,GREAT_PLAINS,Erockies,Alberta,2763,101,2.619999886,10432,2960,2576,384,2891,2625,2891,2625,4512,970,113,692,2290,469,2290,469,118,-235,-615,733,23717,13871,6029,263,131,175,3469,2856,6513,5848,5255,1258,19,19,19,17,13,11,214,179,133,7524,13349,5999,771,12578,22636,13033,2817,19819,171,2753,2615,2359,394,8327,4181,928,7399,659,18.24206785,11.15250452,6.758168146,53.85796917,194.9114184,30.91112752,3.3520988,949.2411241,368.7555771,121.6397038,3.120000033,139,1.00E-09,1.00E-09,0.999999997,1.00E-09,green,-4.473719032,-4.940014601,-2.147760745,0.67706539,Erockies,0.633857657,1.235948771,-0.678964892,2,2,2,2,2,2,2,2,0,2,2,2,2
33,Port Clinton1,41.539096,-82.861798,invaded,MIXED_WOOD_PLAINS,Erockies,Ohio,2838,60,1.809999943,9593,3001,2670,331,2936,2721,2959,2713,9704,1088,516,216,3047,1703,2918,1760,366,-175,-878,1245,40669,27666,16917,300,109,245,7236,2892,6317,5979,5747,570,18,9,18,12,12,10,285,237,192,13879,18073,9570,3054,15019,23537,14930,5501,18036,115,5953,5189,4082,1871,12230,6188,1832,10398,174,15.97500214,11.18743985,7.303003221,50.28069829,187.1938481,38.42809067,1.737160916,525.5661089,254.021939,78.53081054,3.250000023,140,1.00E-09,0.220556508,0.258898117,0.520545374,admixed,-2.934557904,2.406145011,-2.901283306,1.9679919,Erockies,0.1215404,-0.110437227,-0.838099519,2,2,2,2,2,2,2,2,2,0,2,2,2
34,MillikenMills1,43.837838,-79.305063,invaded,MIXED_WOOD_PLAINS,Erockies,Ontario,2809,71,2.130000114,9168,2977,2645,332,2925,2696,2925,2693,8905,860,583,130,2488,1819,2488,1900,583,12,-636,1220,32281,20440,11137,288,129,213,5673,2874,6207,5890,5515,692,19,19,19,12,12,15,262,213,160,12092,14517,7064,1745,12772,22662,13901,4614,18048,146,3484,2915,2362,1122,10344,5170,1626,8718,192,NA,NA,NA,NA,NA,NA,NA,NA,305.3220193,114.3586255,2.550000063,300,1.00E-09,1.00E-09,1.00E-09,0.999999997,green,-4.910654623,0.08933169,-2.353493668,1.140451047,Erockies,NA,NA,NA,2,2,2,2,2,2,0,0,2,2,2,2,2
35,Birchmount1,43.826133,-79.318092,invaded,MIXED_WOOD_PLAINS,Erockies,Ontario,2810,71,2.140000105,9139,2978,2645,333,2925,2697,2925,2694,8839,856,579,130,2474,1806,2474,1884,578,8,-639,1217,32357,20500,11193,288,129,215,5682,2873,6198,5888,5520,678,19,19,19,12,12,15,262,212,160,12178,14483,7049,1732,12751,22660,13923,4642,18018,145,3380,2828,2293,1087,10371,5184,1635,8736,188,8.968663677,5.005506043,4.275660027,37.74969081,NA,NA,NA,NA,NA,NA,NA,141,1.00E-09,1.00E-09,0.999999997,1.00E-09,green,-4.884504171,0.099596997,-2.349393045,1.112877288,Erockies,NA,NA,NA,2,2,2,2,2,2,2,2,0,2,2,2,2
37,ClevelandNF1,32.867867,-116.46128,invaded,MARINE_WEST_COAST_FOREST,Wrockies,California,2854,131,4.460000038,5918,3028,2734,294,2792,2907,2933,2784,4991,1004,32,813,2703,209,370,2590,329,-800,-1881,2210,44731,26503,13895,309,110,231,4959,2819,4816,4265,3624,1192,13,13,13,7,8,23,365,346,200,8203,19692,12063,4872,14820,30709,21453,11545,19164,0,3010,2518,2028,982,15435,8953,4756,10679,1729,13.91742558,5.099198523,6.885375957,24.57520805,133.6136583,33.30892148,4.210119969,548.3790845,263.5304945,55.84423514,4.479999952,142,0.59285258,0.407147418,1.00E-09,1.00E-09,admixed,5.634954909,2.367175163,4.533943191,0.767852656,Wrockies,-1.240407536,-2.332570502,-1.690213575,2,2,2,2,2,2,NA,NA,0,2,2,NA,2
38,GinBeach1,41.07747,-71.93631,invaded,SOUTHEASTERN_PLAINS_FORESTS,Erockies,New_York,2842,34,1.470000029,7105,2958,2724,234,2808,2898,2935,2753,12123,1235,868,107,3329,2773,2861,3021,524,2,-822,1346,40492,24899,13568,317,124,365,12123,2842,6535,6045,5723,812,10,10,10,12,12,10,365,260,194,15000,16679,9819,4605,12073,23123,15119,6098,17025,0,7118,5853,4596,2522,8812,5550,2886,5926,-6,16.44591272,9.431382132,6.976088525,53.29033164,190.9658825,40.87871082,3.432176764,924.0217288,301.9737077,140.2955983,2.204999952,143,1.00E-09,1.00E-09,0.416450029,0.583549969,green,-4.775510597,5.938137346,0.551860306,0.260739956,Erockies,0.605474268,0.73257419,0.881586558,2,2,2,2,2,2,2,2,0,2,2,2,2
39,Comox1,49.739722,-124.924412,invaded,MARINE_WEST_COAST_FOREST,Wrockies,British_Columbia,2839,56,2.730000019,5146,2962,2756,206,2784,2908,2908,2778,15408,2522,370,606,7284,1349,1349,6346,2185,501,-1110,3296,39358,21437,9840,295,112,365,15408,2839,6933,6256,5662,1271,10,10,13,7,11,9,365,294,184,14732,14603,7364,2303,12299,21858,11799,2397,19461,0,4620,3973,3370,1250,9227,5286,2584,6643,16,21.91660825,15.4700858,10.61216938,79.4622244,170.5970048,42.64923374,2.506827354,1309.765979,226.1975189,64.38379412,3.370000085,301,1.00E-09,0.999999997,1.00E-09,1.00E-09,blue,-6.260083114,6.884839436,5.549201043,0.625160784,Wrockies,1.785148584,3.944755222,-1.189392625,2,2,2,2,2,2,0,0,2,0,2,2,2
40,ClarkIsland1,48.68,-122.795,invaded,MARINE_WEST_COAST_FOREST,Wrockies,Washington,2830,24,2.130000114,3181,2891,2778,113,2796,2869,2873,2791,9757,1586,257,493,4154,1065,1085,3409,1317,164,-1015,2332,35997,17747,4995,297,127,365,9757,2830,6593,6277,6060,533,13,13,13,7,12,8,365,365,171,13930,12627,6214,2255,10372,22709,11664,1927,20782,0,3504,2775,2109,1395,6464,4639,3184,3280,-59,18.38908023,12.15707436,7.717978394,38.99012535,174.3521424,40.73068504,2.010188891,767.4770425,212.1565506,97.45126439,2.234999952,144,1.00E-09,0.999999997,1.00E-09,1.00E-09,blue,-6.777217164,5.240573763,4.739840774,-3.096541545,Wrockies,0.088334126,1.459167523,0.218256281,2,2,2,2,2,2,0,0,2,0,2,2,2
